date,unfiltered_area,filtered_area,corrected_areas_1,corrected_trend_1,sar_trend,days_passed,area
2020-12-24,224.65275292301743,224.65275292301743,224.65275292301743,0.5434418929015393,-0.3411979738562138,5.0,224.65275292301743
2020-12-29,186.72842920110511,,,,-0.3411979738562138,5.0,222.94676305373636
2021-01-03,209.62688200767465,209.62688200767465,209.62688200767465,-1.5025870915342778,-0.31436366013071504,5.0,209.62688200767465
2021-01-08,208.6785007210382,208.6785007210382,208.6785007210382,-0.1896762573272895,-0.2964741176470568,5.0,208.6785007210382
2021-01-13,213.42263386922463,213.42263386922463,213.42263386922463,0.9488266296372843,-0.30184238562091537,5.0,213.42263386922463
2021-01-18,206.56849105529952,206.56849105529952,206.56849105529952,-1.3708285627850216,-0.301842385620921,5.0,206.56849105529952
2021-01-23,211.04309813474623,211.04309813474623,211.04309813474623,0.8949214158893426,-0.30169264052287303,5.0,211.04309813474623
2021-01-28,202.27289370301463,202.27289370301463,202.27289370301463,-1.75404088634632,-0.3015928104575153,5.0,202.27289370301463
2021-02-02,220.22645703480777,220.22645703480777,220.22645703480777,3.590712666358627,-0.32143222875816946,5.0,220.22645703480777
2021-02-07,203.15221141030395,203.15221141030395,203.15221141030395,-3.4148491249007633,-0.40078990196078623,5.0,203.15221141030395
2021-02-12,160.28021183124378,,,,-0.40078990196078623,5.0,201.14826190050002
2021-02-17,232.87262304377583,,,,-0.48373954901960586,5.0,198.729564155402
2021-02-22,214.3880843468125,,,,-0.5044769607843136,5.0,196.20717935148042
2021-02-27,218.7886711864502,,,,-0.47630816339869286,5.0,193.82563853448696
2021-03-04,206.4254178128224,206.4254178128224,206.4254178128224,0.1309282561007376,-0.43405496732025883,5.0,206.4254178128224
2021-03-09,169.0019753923943,,,,-0.4340549673202645,5.0,204.25514297622107
2021-03-14,226.7900250793752,,,,-0.3749252941176451,5.0,202.38051650563284
2021-03-19,226.9150579962716,,,,-0.37492529411765074,5.0,200.5058900350446
2021-03-24,238.8625287677275,,,,-0.4657498627450991,5.0,198.1771407213191
2021-03-29,325.9589667388732,,,,-0.5262995751634036,5.0,195.54564284550207
2021-04-08,223.851123176353,,,,-0.4589012026143763,10.0,190.9566308193583
2021-04-13,131.17519276441817,,,,-0.4139689542483609,5.0,188.8867860481165
2021-04-18,75.93705854324257,,,,0.02138607843137379,5.0,188.99371644027337
2021-04-23,205.4481817846447,,,,0.13022483660130318,5.0,189.6448406232799
2021-04-28,228.5296554711854,,,,0.17540486274509703,5.0,190.52186493700538
2021-05-13,203.32175549235217,,,,0.10962765795207095,15.0,192.16627980628644
2021-05-18,140.8195909994533,,,,-0.1574668300653684,5.0,191.3789456559596
2021-05-23,157.16653627637075,,,,-0.045616398692806114,5.0,191.15086366249557
2021-06-02,202.3699926015235,,,,0.03960214052287654,10.0,191.54688506772433
2021-06-22,206.05434049793053,,,,-0.05708391830065267,20.0,190.40520670171128
2021-06-27,201.6219518915398,,,,-0.2983179477124224,5.0,188.91361696314917
2021-07-07,201.44585626264623,,,,-0.30716006535947715,10.0,185.8420163095544
2021-07-12,215.65533263841,,,,-0.10512441176470588,5.0,185.31639425073087
2021-08-06,193.2203579553845,,,,-0.17026308627451045,25.0,181.0598170938681
2021-08-11,185.8016149175303,,,,-0.3890828758169903,5.0,179.11440271478315
2021-08-21,192.42344545783905,,,,-0.3819355816993465,10.0,175.2950468977897
2021-08-31,174.8092622985215,174.8092622985215,174.8092622985215,-0.1756453084127827,0.368931712418302,10.0,174.8092622985215
2021-09-05,203.4668484620677,,,,0.6903916339869284,5.0,178.26122046845614
2021-09-20,181.68058998792125,,,,3.719236000000001,15.0,234.04976046845616
2021-09-25,244.839448483026,244.839448483026,244.839448483026,2.8012074473801793,6.435883921568626,5.0,244.839448483026
2021-09-30,258.0857560172215,,,,5.471612980392161,5.0,272.1975133849868
2021-10-05,318.9206069765898,,,,1.6145292156862865,5.0,280.2701594634182
2021-10-25,337.35323958862426,337.35323958862426,337.35323958862426,3.0837930368532755,1.5569394183006608,20.0,337.35323958862426
2021-11-04,295.771798053766,,,,0.048615359477116725,10.0,337.83939318339543
2021-11-09,356.4786189656908,,,,-0.4263626470588292,5.0,335.7075799481013
2021-11-19,335.25977771026163,,,,-0.38327692156862553,10.0,331.874810732415
2021-11-24,177.4231329782777,,,,-0.28274356209150253,5.0,330.4610929219575
2021-11-29,173.7083532778775,,,,-0.30742869934641703,5.0,328.92394942522543
2021-12-04,177.99073953180624,,,,-0.40616924836600676,5.0,326.8931031833954
2021-12-09,322.2585244367209,322.2585244367209,322.2585244367209,-0.33543811448674127,-0.4061692483660181,5.0,322.2585244367209
2021-12-14,174.73806446039683,,,,-0.39409411111112147,5.0,320.2880538811653
2021-12-19,315.5558266516458,315.5558266516458,315.5558266516458,-0.6702697785075088,-0.391075326797386,5.0,315.5558266516458
2021-12-24,299.2619374662717,299.2619374662717,299.2619374662717,-3.2587778370748195,-0.49062579738562134,5.0,299.2619374662717
2021-12-29,197.97682399996484,,,,-0.6399515032679688,5.0,296.0621799499319
2022-01-03,310.9569070984162,310.9569070984162,310.9569070984162,1.1694969632144478,-0.6399515032679801,5.0,310.9569070984162
